"","Reviews"
"1926","I bought this as a phone for my kid. It has served its purpose well enough.Pros:- Not too big (it's getting hard to find a 5"" screen anymore).- Waterproof (though we haven't tested it much, we have accidentally spilled liquid on it and it didn't break).- Reasonable specs.- Android Marshmallow 6.0.1 update recently released (installed it through Sony's Xperia Companion PC application).- Good support for AT&T and T-mobile frequency bands (including 3G AWS and LTE band 12, which are not easy to find)- SD card support.Cons:- Camera is not great.- Sony firmware is not great (have run into various ridiculous bugs -- like Google voice not working with Sony's dialer, and the front camera not working -- and it has been slow to update, though the latest firmware seems to work well).- No option for more than 16GB internal storage.- Have to jump through hoops to use adoptable storage in Sony's released Android Marshmallow 6.0.1 firmware.I paired this with a PNY U3 Turbo Performance 32GB SD card (which I think cost ten bucks when I got it). With the Marshmallow update, I am using the SD card as adoptable storage, and as the storage backing the /storage/emulated/0 space (so it is the default spot for pictures, app data, etc). Sony's released firmware doesn't totally support this, so you have to enable it using ADB, which is annoying, but not a killer. I have the card formatted 70/30 between adoptable and portable storage, because the Sony camera app doesn't like the SD card being the default internal storage. The storage space reported in settings->storage also is a little wonky. But other than that, it works fine. Performance in the adoptable storage setup is fine.With the adoptable storage setup, I now have enough free space in the default media storage location use Google's camera app (since for whatever reason Google hates SD cards, and so their camera app has no option to save to SD). Google camera seems to capture better images than Sony's built-in one.UPDATE Oct 2016: Sony released a new firmware version for this phone. Nothing super exciting (the only thing I noticed was that the android security patch level went from Apr 2016 to Jul 2016). But I thought it was worth mentioning that even though Sony has said there will be no new Android versions released for this phone, that it still released an updated firmware package with security patches."
"1927","Everything is fine... 👍"
"1928","Good smartphone"
"1929","Really unblocked phone. Has Russian in settings. Excellent phone."
"1930","I was pleased with the Sony Xperia M4 Aqua. Thank you Sony and Amazon!"
"1931","Perfecto"
"1932","the reason i gave this phone a bad review is not because its a bad phone but because the sellers from amazon screwed me by knowingly giving me a bad phone because at the time i was purchasing this phone it was out of stock i went and bought a like new version of this phone it was described as in new working condition just and open package that and it was close to the original price to sadly it arrived in very poor packaging and when i tried to insert my sim card it did not register it i called sony and after 2 weeks of software updates and troubleshooting i sent it to a sony repair center where it took around a month for them to fix it and charge me $60 to replace the sim card holder inside the phone now the phone works fine and i love it the only cons i can think of this phone is that the battery life isnt as great as they advertise its average and the camera quality is ok other than that its a great phone and i would recommend this phone to anyone to buy NEW not any other options"
"1933","Price worth the living"
"1934","I only had it for 4 days, it was awesome till I got it stolen."
"1935","This is my second Xperia phone and boy do I love it. It does everything my Samsung Galaxy S5 did. For the price it was a steal. I see now I should have just stayed with a Sony phone. The pictures are perfect. The screen is vibrant with colors. I recommend this phone."
